NAME,OPERATOR_ID,SIGNIFICANT,IYEAR,LOCAL_DATETIME,LOCATION_LATITUDE,LOCATION_LONGITUDE,UNINTENTIONAL_RELEASE,INTENTIONAL_RELEASE,FATALITY_IND,FATAL,INJURY_IND,INJURE,EXPLODE_IND,IGNITE_IND,NUM_PUB_EVACUATED,TOTAL_COST_CURRENT,CAUSE,COMMODITY_RELEASED_TYPE,NARRATIVE,SYSTEM_TYPE,UNITS,TOTAL_RELEASE,MDY,IMONTH,MSYS,ILOC,MoYr
PUBLIC SERVICE CO OF COLORADO,15931,YES,2010,2010-06-29T10:00:00Z,39.55286,-106.39094,250000,0,NO,0,NO,0,NO,NO,0,536662.396853489,MATERIAL FAILURE OF PIPE OR WELD,"NATURAL GAS","AN AERIAL LEAK SURVEY WAS BEING CONDUCTED ON JUNE 29, 2010.  A LEAK WAS DETECTED IN A REMOTE AREA OF THE WHITE RIVER NATIONAL FOREST SOUTH OF MINTURN COLORADO.   CREWS WERE DISPATCHED AND ISOLATED THE SUBJECT SECTION OF THE 4 INCH TRANSMISSION PIPELINE.     THE FAILURE WAS ATTRIBUTABLE TO STRESS-CORROSION CRACKING (SCC). A COLONY OF SCC DEVELOPED ON THE EXTERNAL PIPE SURFACE BENEATH A LAP IN THE TAPE WRAP COATING THAT HAD DISBONDED. THE INTACT BUT DISBONDED COATING ALLOWED MOISTURE TO COME IN CONTACT WITH THE PIPE SURFACE AND THE HIGH DIELECTRIC STRENGTH OF THE TAPE COATING EFFECTIVELY SHIELDED THAT AREA OF THE PIPE SURFACE FROM CATHODIC PROTECTION. INDIVIDUAL SCC GREW IN LENGTH AND DEPTH COALESCED TO FORM ONE LARGE CRACK THAT EXCEEDED THE RESISTANCE OF THE MATERIAL AND CAUSED THE FAILURE. THE FACT THAT THE SCC WAS CIRCUMFERENTIALLY-ORIENTED INDICATES THAT THE PRIMARY LOAD ON THE PIPELINE WAS AXIAL TENSION RATHER THAN HOOP STRESS. THE SOURCE OF THE BENDING STRESS WAS BELIEVED TO BE SOIL SETTLEMENT IN THE RIGHT OF WAY.",GT (Gas Transmission),mscf,250000,2010-06-29,6,Gas,"Not Within A Municipality, CO",2010-06-01
CONOCOPHILLIPS,31684,YES,2010,2010-06-03T19:13:00Z,31.98743,-102.63968,4618,0,NO,0,NO,0,NO,NO,0,370350.919143629,CORROSION FAILURE,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,"THE MX20 PIPELINE RUPTURED RELEASING NATURAL GAS LIQUIDS (NGL) UNDER PRESSURE.  THE NGL VAPORIZED UPON REACHING THE ATMOSPHERIC PRESSURE, BUT DID NOT IGNITE.  THE CAUSE OF THE RUPTURE IS UNDER INVESTIGATION PENDING METALLURGICAL STUDY AND ANCILLARY PIPELINE ACTIVITY. CPPL RECIEVED THE FINAL REPORT ON JULY 9, 2010, PHMSA RECIEVED A COPY OF THE REPORT ON THE SAME DAY.    CONCLUSION:  THE FAILURE WAS CAUSED BY EXTERNAL MICROBIOLOGICALLY INFLUENCED CORROSION (MIC). THE WALL THICKNESS  HAD BEEN REDUCED SUCH THAT THE REMAINING LIGAMENT FAILED IN A DUCTILE MANNER AT NORMAL OPERATING PRESSURES. OTHER ANOMALIES WERE FOUND IN THE VICINITY OF THE RUPTURE, HOWEVER, IT WAS DETERMINED THAT NONE OF THE OTHER FEATURES CONTRIBUTED TO THE ROOT CAUSE OF THE FAILURE WHICH WAS EXTERNAL CORROSION OF THE PIPE.  THE FAILURE OCCURRED WHERE CPPL'S PIPELINE CROSSED A LARGER DIAMETER, CURRENTLY IDLES PIPELINE OPERATED BY ANOTHER COMPANY. AT SOME POINT AND TIME, CPPL'S PIPELINE WAS RECOATED WITH TAPE IN THE VICINITY OF THE FOREIGN PIPELINE. IT APPEARED THAT THE TAPE WAS APPLIED OVER THE ORIGINAL COATING - NOT DIRECLY TO THE PIPE SURFACE. THE TAPE WAS POORLY BONDED AND SHEILDED THE PIPE FROM CATHODIC PROTECTION. THE GROUND WAS REPORTABLY WE DURING EXCAVATION OF THE FAILURE DUE TO A LEAKING WATER PIPE IN THE AREA. THE SHEILDING FROM THE TAPE RECOAT IN COMBINATION WITH THE PRESENCE OF GROUNDWATER PROMOTED AN ENVIROMENT CONDUCTIVE TO MICROBIOLOGICAL ACTIVITY.",HL (Hazardous Liquids),US BBLs,4618,2010-06-03,6,HL,"Goldsmith, TX",2010-06-01
ENERGY TRANSFER COMPANY,32099,YES,2010,2010-07-28T07:04:00Z,29.860069,-97.224226,208458,0,NO,0,NO,0,NO,NO,15,1633679.19943542,OTHER INCIDENT CAUSE,"NATURAL GAS","ETC EXPERIENCED A RUPTURE ON THE 36"" OASIS PIPELINE IN A RURAL (CLASS I) AREA IN AUSTIN COUNTY, TX ON JULY 28, 2010.  THE LINE IS AN INTRASTATE NATURAL GAS TRANSMISSION PIPELINE UNDER THE JURISDICTION OF THE TEXAS RAILROAD COMMISSION.      THE INCIDENT WAS REPORTED TO THE TRRC UNDER INCIDENT ID: 551 AND ALSO TO THE NRC UNDER ID: 949134.  THROUGH A THOROUGH EXAMINATION, BY THIRD PARTY, KIEFNER & ASSOCIATES,  AND THROUGH MAG-PARTICLE TESTING,  STRESS CORROSION CRACKING (SCC) WAS DETERMINED TO HAVE BEEN INVOLVED. METALURGICAL  LAB ANALYSIS WILL BE PERFORMED ON THE FAILED SECTION OF PIPE AND WILL PROVIDE FURTHER DETAILED INFORMATION.    TO DATE, ETC HAS COMPLETED HYDROSTATIC TESTING OF APPROXIMATELY 30.5 MILES WITHIN THE AREA OF THE INITIAL IN SERVICE FAILURE.  THE TESTING CONSISTED OF FOUR TEST SECTIONS RUNNING EAST TO WEST FROM THE BRAZOS RIVER (STA. 2950+00) TO 4.5 MILES WEST OF MLV2 (STA. 4560+00). EACH TEST SECTION WAS TESTED TO A MINIMUM OF 100% SMYS FOR ONE HOUR AND THEN A SUBSEQUENT LEAK TEST AT 90% SMYS FOR A MINIMUM OF 8 HRS WITHOUT PRESSURE LOSS. SECTION 1 AND 4 SUCCESSFULLY PASSED THEIR INITIAL TESTS, SECTION 2 HAD TWO FAILURES AND SECTION 3 HAD 3 FAILURES BEFORE ACHIEVING A SUCCESSFUL TEST. IT SHOULD BE NOTED, THAT OF THE 5 FAILURES THAT OCCURRED DURING THE TESTING, THE MINIMUM FAILURE PRESSURE OCCURRED AT 84% OF SMYS INDICATING THERE WERE NO OTHER CRITICAL CRACKS THAT WOULD HAVE FAILED AT OPERATING PRESSURE.      BASED ON THE RESULTS OF THE HYDROSTATIC TESTING, AND INTEGRATION OF INFORMATION OBTAINED FROM THE RUPTURE SITE, SOIL RESISTIVITY SURVEYS AND SUBSEQUENT EXCAVATIONS, ETC FEELS THAT ALL OF THE SCC COLONIES OF A CRITICAL SIZE WERE LOCATED WITHIN THE SECTION OF LINE BETWEEN MLV1 TO MLV2. PLANS ARE TO REINSTORE SERVICE ON OR AROUND SEPTEMBER 1, 2010 AND SUBSEQUENTLY RUNNING THE EMAT CRACK DETECTION TOOL FROM OUR PRAIRIE LEE COMPRESSOR STATION TO KATY, APPROXIMATELY 113 MILES, TO FURTHER CONFIRM OUR FINDINGS AND FURTHER DEVELOP OUR OVERALL MITIGATION PLAN FOR THIS THREAT.     FINAL UPDATE 08/26/2013:  AFTER A THOROUGH METALLURGICAL EXAMINATION, PERFORMED BY KIEFNER AND ASSOCIATES, INC, THE FAILURE WAS MOST LIKELY DETERMINED TO BE CAUSED BY HIGH PH TYPE SCC IN THE BODY OF THE PIPE.   THIS DETERMINATION WAS BASED UPON PIPE-TO-SOIL POTENTIAL, SOIL RESISTIVITY, AND PH MEASUREMENTS AS WELL AS METALLOGRAPHIC SECTIONS THROUGH ADJACENT IN THE COLONY",GT (Gas Transmission),mscf,208458,2010-07-28,7,Gas,"Sealy, TX",2010-07-01
"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",11169,YES,2010,2010-07-25T17:58:00Z,42.24329,-84.97251,20082,0,NO,0,NO,0,NO,NO,61,1023097266.05862,MATERIAL FAILURE OF PIPE OR WELD,CRUDE OIL,"ON JULY 26, 2010, ENBRIDGE CONFIRMED A MAINLINE RUPTURE ON LINE 6B AT MP608.2452.  DURING THE INVESTIGATION IT WAS DETERMINED THAT THE RUPTURE OCCURRED SIMULTANEOUSLY WITH A SCHEDULED PIPELINE SHUTDOWN.  AS A RESULT OF THE INCIDENT PHMSA ISSUED A CORRECTIVE ACTION ORDER THAT ORDERED THE PIPELINE TO REMAIN SHUT DOWN UNTIL SUCH TIME THAT THE ACTIVITIES OUTLINED IN THE CAO WERE SATISFIED.  ENBRIDGE SATISFIED ALL CONDITIONS OF THE CAO AND RECEIVED APPROVAL FROM PHMSA TO RESUME OPERATIONS ON SEPTEMBER 27, 2010 AT WHICH TIME ENBRIDGE SUCCESSFULLY RESTARTED THE LINE.      OF FURTHER NOTE, WHILE THE TELEPHONIC REPORT TO THE NRC IS STATED AS 13:33 ON JULY 26, 2010, ENBRIDGE MADE A CALL TO NRC AND WAS ON HOLD FOR A PERIOD OF TIME.  ENBRIDGE THEN HUNG UP THE CALL AND CALLED AGAIN AT WHICH TIME IT WAS ON HOLD FOR A FURTHER PERIOD OF TIME.  THE STATED 13:33 REFLECTS THE TIME THAT ENBRIDGE WAS ABLE TO PROVIDE VERBAL NOTIFICATION OF THE INCIDENT.    THE RELEASE WAS INITIALLY ESTIMATED AT 19,500 BARRELS OF WHICH AN UNDETERMINED AMOUNT ENTERED THE TALMADGE CREEK AND ULTIMATELY THE KALAMAZOO RIVER.  THE AMOUNT OF ESTIMATED PRODUCT RELEASED IN OR REACHING WATER HAS NOT YET BEEN CONFIRMED AND IS BASED UPON A CALCULATION PROVIDED BY AN EXTERNAL CONSULTANT.  THE AMOUNT OF OIL THAT REACHED WATER IS SUBJECT TO FURTHER INVESTIGATION.  ENBRIDGE IS CURRENTLY REVIEWING SEVERAL METHODOLOGIES TO CALCULATE THIS VOLUME, AND WILL COMMUNICATE THE METHODOLOGY AND SUBSEQUENT VOLUME TO PHMSA UPON COMPLETION.     THE SECTION THAT FAILED HAS BEEN SENT TO A LABORATORY FOR A METALLURGICAL ANALYSIS, UNDER THE DIRECTION OF NTSB. PENDING THE RESULTS OF METALLURGICAL TESTING AND FAILURE INVESTIGATIONS, ENBRIDGE IS UNABLE TO PROVIDE COMPLETE AND FINAL DATA FOR THIS ORIGINAL REPORT SUBMISSION. INFORMATION CONTAINED IN THIS REPORT IS TO BE CONSIDERED ESTIMATED UNTIL SUPPLEMENTAL AND FINAL REPORTS ARE FILED. NTSB, PHMSA AND ENBRIDGE INVESTIGATIONS INTO THIS ACCIDENT HAVE COMMENCED. AS THIS INVESTIGATION IS ONGOING, THE PRIMARY AND SECONDARY CAUSE(S) HAVE NOT BEEN FINALIZED.    TO DATE, ENBRIDGE HAS NOT FOUND ANY POTABLE WATER SOURCES (PUBLIC OR PRIVATE) WITH DRINKING WATER CONTAMINATION THAT HAS BEEN VERIFIABLY LINKED TO THE ENBRIDGE RELEASE. THE ASSESSMENT OF ALL DRINKING WATER SOURCES IN THE AFFECTED AREA IS ONGOING. ENBRIDGE IS IN THE PROCESS OF SAMPLING DRINKING WATER SOURCES AND IS WORKING DIRECTLY WITH STATE AND LOCAL PUBLIC HEALTH OFFICIALS IN EVALUATING DRINKING WATER FROM POTABLE WELLS TO ENSURE PUBLIC HEALTH.    ENBRIDGE ESTIMATED THAT IT WILL INCUR AGGREGATE CHARGES BETWEEN $300 MILLION AND $400 MILLION. THESE CHARGES INCLUDE EMERGENCY RESPONSE, ENVIRONMENTAL REMEDIATION AND CLEANUP ACTIVITIES ASSOCIATED WITH THE CRUDE OIL RELEASE, COSTS TO REPAIR THE PIPELINE AND RELATED INSPECTION COSTS, POTENTIAL CLAIMS BY THIRD PARTIES, AND LOST REVENUE. WE CONTINUE TO WORK TO ACCURATELY PROJECT THE TOTAL COST OF THE LEAK AND ITS REMEDIATION, HOWEVER WE ARE UNABLE TO BREAK IT DOWN INTO THE SPECIFIC DETAIL REQUESTED IN THIS FORM DUE TO THE COMPLEXITY OF THE EFFORTS.    AS FURTHER INFORMATION BECOMES KNOWN, SUPPLEMENTAL REPORTS WILL BE FILED AS REQUIRED.    SEE ATTACHED UPLOADED FILE FOR SUPPLEMENTAL NARRATIVE AS OF DECEMBER 20, 2010.  SEE ATTACHED UPLOADED FILE FOR SUPPLEMENTAL NARRATIVE AS OF FEBRUARY 22, 2011.  SEE ATTACHED UPLOADED FILE FOR SUPPLEMENTAL NARRATIVE AS OF MARCH 6, 2012.  SEE ATTACHED UPLOADED FILE FOR SUPPLEMENTAL NARRATIVE AS OF JUNE 28, 2013.",HL (Hazardous Liquids),US BBLs,20082,2010-07-25,7,HL,"Marshall, MI",2010-07-01
SOUTHERN CALIFORNIA GAS CO,18484,YES,2010,2010-08-07T19:00:00Z,35.640348,-119.83067,63410,3790,NO,0,NO,0,NO,NO,0,352933.301112136,EXCAVATION DAMAGE,"NATURAL GAS","ON AUGUST 7, 2010 A 26' NATURAL GAS TRANSMISSION PIPELINE OPERATING AT APPROXIMATELY 375 POUNDS WAS DAMAGED BY A FARMER PERFORMING GRADING WORK. WHILE GRADING FIELDS, THE FARMER STRUCK AND DAMAGED THE MAIN.  NO INJURIES OR PUBLIC PROPERTY DAMAGE RESULTED FROM THIS INCIDENT.      ALL REPAIRS HAVE BEEN COMPLETED, AND PIPELINE HAS BEEN PUT BACK INTO SERVICE.    INVESTIGATION OF THE INCIDENT SHOWED THAT THE EXCAVATOR DID NOT HAVE A USA TICKET, BUT WAS AWARE OF PIPING FROM A PREVIOUS LOCATE REQUEST PERFORMED YEARS AGO.    THIS INCIDENT WAS REPORTED TO PHMSA UNDER INCIDENT # 95266, BASED UPON DAMAGE TO COMPANY FACILITIES EXCEEDING $50K.    NOTE:  DAMAGE AMOUNT AND GAS LOST COSTS ARE OFF BY A FACTOR OF 10X STATED VALUE.  FORM WOULD NOT ACCEPT 6 FGURE NUMBERS.  DISCUSSED WITH PETER KATCHMAR, AGREED WE WILL SUBMIT THIS ORIGINAL AND SUBMIT A REVISED FINAL WHEN ISSUE RESOLVED.",GT (Gas Transmission),mscf,67200,2010-08-07,8,Gas,"Lost Hills, CA",2010-08-01
ENTERPRISE PRODUCTS OPERATING LLC,31618,YES,2010,2010-08-27T16:30:00Z,42.46833,-74.3515,3283,0,NO,0,NO,0,NO,NO,23,2205288.53377676,MATERIAL FAILURE OF PIPE OR WELD,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,5/12/2011-THE FAILURE OCCURRED AS A CIRCUMFERENTIAL LEAK THAT ORIGINATED AT A CIRCUMFERENTIALLY-ORIENTED STRESS CORROSION CRACK (SCC) ADJACENT TO THE THE TOE OF A GIRTH WELD ON THE UPSTREAM PIPE JOINT.,HL (Hazardous Liquids),US BBLs,3283,2010-08-27,8,HL,"Gilboa, NY",2010-08-01
NORTHWEST PIPELINE CORP (WGP),13845,YES,2010,2010-09-02T17:49:00Z,48.422398,-122.216049,82000,0.3,NO,0,NO,0,NO,NO,0,166626.575424846,INCORRECT OPERATION,"NATURAL GAS",UNIT SUCTION VALVE WAS NOT FULLY CLOSED AGAINST THE MECHANICAL STOP EVEN THOUGH THE WESTLOCK INDICATOR SHOWED CLOSED. WHEN UNIT PRESSURIZED HOLD STATUS TIMED OUT THE UNIT VENT VALVE OPENED ALLOWING GAS TO FLOW THROUGH UNIT SUCTION VALVE.    WHILE SETTING THE LIMIT SWITCHES ON THE NEW SUCTION VALVE THE VALVE OPERATOR SOLENOIDS WERE ENERGIZED LOCALLY WITH A PORTABLE POWER SUPPLY INSTEAD OF USING THE HMI. THE LIMIT SWITCHES WERE CHECKED WITH A FLUKE TO VERIFY THEY WERE GETTING A CLOSED CONTACT STATUS. WHILE THIS WAS BEING DONE THE VALVE WAS ALSO CHECKED TO VERIFY THE VALVE WAS TRAVELING ALL THE WAY TO THE MECHANICAL STOPS.    THE VALVE WAS COMMISSIONED WITH ZERO GAS PRESSURE.    THE VALVE STATUS WAS NOT VERIFIED USING THE UNIT HMI TO SEND OPEN AND CLOSED COMMANDS AFTER THE UNIT WAS PURGED AND PACKED.    DISTRICT:  WESTLOCK LIMIT SWITCH SHOWED VALVE CLOSED WHEN IT WAS STILL 10%  ~ OPEN.  LIMIT SWITCH ADJUSTED AND TESTED.  OPERATES CORRECTLY    GAS CONTROL ACTIONS:  IT WAS CONCLUDED THAT THE CONTROLLERS FAILURE TO RESPOND TO A LOW-LUBE OIL & A UNIT COOL DOWN LOCKOUT ALARM IS OF GREAT CONCERN & IS CLEARLY A BREACH OF GAS CONTROLS PROTOCOL.  THESE ALARMS WERE SECONDARY TO GAS BEING VENTED BUT FOLLOWING PROTOCOL REGARDING THESE ALARMS MAY HAVE FOUND THE PROBLEM MUCH SOONER.,GT (Gas Transmission),mscf,82000.3,2010-09-02,9,Gas,"Mount Vernon, WA",2010-09-01
"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",11169,YES,2010,2010-09-09T11:30:00Z,41.655265,-88.076523,7538,0,NO,0,NO,0,NO,NO,470,57687948.9702765,OTHER OUTSIDE FORCE DAMAGE,CRUDE OIL,"ON SEPTEMBER 9, 2010 AT APPROXIMATELY 12:28 CDT, THE EDMONTON CONTROL CENTER RECEIVED A CALL FROM THE ROMEOVILLE FIRE DEPARTMENT STATING THAT CRUDE OIL WAS VISIBLE ON THE GROUND NEAR 719 PARKWOOD AVENUE IN ROMEOVILLE IL.  THE CONTROL CENTER SHUT DOWN LINES 6A, 14, 13, AND 61 IN ORDER TO INVESTIGATE THE SOURCE OF THE LEAK.  ENBRIDGE STAFF WAS IMMEDIATELY DISPATCHED TO THE AREA.  OIL FROM THE RELEASE MIGRATED INTO NEAR-BY STORM WATER AND SEPTIC SEWER SYSTEMS, AND REACHED BOTH A LOCAL STORM WATER RETENTION POND AND WATER TREATMENT PLANT.  LOCAL EMERGENCY OFFICIALS, EPA, NTSB AND PHMSA RESPONDED TO THE INCIDENT AND WERE ONSITE DURING THE EXCAVATION, REPAIR AND LINE-FILL OF LINE 6A. DUE TO THE PROXIMITY OF THIS LEAK TO A NUMBER OF LOCAL BUSINESSES, ROMEOVILLE EMERGENCY RESPONSE OFFICIALS ADVISED APPROXIMATELY 470 PEOPLE TO VACATE THE AREA DURING THE INITIAL PHASES OF THE RESPONSE TO FACILITATE SITE ACCESS AND CONTAINMENT EFFORTS. ENBRIDGE ESTIMATES THAT IT WILL INCUR AGGREGATE CHARGES BETWEEN $40 AND $60 MILLION EXCLUSIVE OF FINES AND PENALTIES. THESE CHARGES INCLUDE EMERGENCY RESPONSE, ENVIRONMENTAL REMEDIATION, CONTAINMENT AND CLEANUP ACTIVITIES ASSOCIATED WITH THE CRUDE OIL RELEASE, COSTS TO REPAIR THE PIPELINE AND RELATED INSPECTION COSTS, POTENTIAL CLAIMS BY THIRD PARTIES AND LOST REVENUE. WE CONTINUE TO WORK TO ACCURATELY PROJECT THE TOTAL COST OF THE LEAK AND ITS REMEDIATION, HOWEVER WE ARE UNABLE TO BREAK IT DOWN INTO THE SPECIFIC DETAIL REQUESTED IN THIS FORM DUE TO THE COMPLEXITY OF THE EFFORTS. UNDER THE DIRECTION OF THE NTSB, THE FAILED SECTION OF PIPE AND THE WATER LINE THAT WAS WITHIN CLOSE PROXIMITY HAVE BEEN SENT TO A LABORATORY FOR METALLURGICAL ANALYSIS.  PENDING THE RESULTS OF THE METALLURGICAL TESTING AND FAILURE INVESTIGATION, ENBRIDGE IS UNABLE TO PROVIDE COMPLETE AND FINAL DATA REGARDING CAUSE FOR THIS ORIGINAL REPORT SUBMISSION.    VOLUME OF CRUDE OIL RELEASED FROM THE PIPELINE HAS BEEN REVISED TO THE FOLLOWING ESTIMATES:  7,538 BARRELS, WITH 7,538 RECOVERED AND 1,131 BARRELS REACHING AN UNNAMED DRAIN AND RETENTION POND. THE 7,538 BBLS IS THE ESIMATED AMOUNT RECOVERED IN TANKAGE AND MAY NOT INCLUDE ADDITIONAL OIL RECOVERED IN WASTE STREAMS.      ENBRIDGE CONTINUES TO WORK THROUGH THE SITE REMEDIATION PROGRAM WITH THE ILLINOIS ENVIRONMENTAL PROTECTION AGENCY (IEPA).  THE REMEDIAL OBJECTIVES REPORT (ROR)/RESPONSE ACTION PLAN (RAP) WAS APPROVED BY THE IEPA AND THE RAP HAS BEEN IMPLEMENTED AT THE SITE.  THE ENBRIDGE ENVIRONMENT GROUP MEETS ANNUALLY WITH THE IEPA TO DISCUSS THE PROJECT DIRECTION.  GROUND WATER AND SURFACE WATER WILL CONTINUE TO BE MONITORED FOR A COUPLE MORE YEARS.  SINCE THE INITIAL RELEASE, THERE HAVE NOT BEEN ANY DETECTIONS ABOVE CRITERIA IN EITHER THE GROUND OR SURFACE WATER.  WE ARE CURRENTLY MONITORING A NETWORK OF 30 MONITORING WELLS AND 5 SURFACE WATER LOCATIONS ON A COMBINED QUARTERLY AND ANNUAL BASIS.     APPROXIMATELY 15,049 TONS OF CONTAMINATED SOIL WAS EXCAVATED AND DISPOSED OFF-SITE.  SITE CLOSURE WAS RECEIVED FROM THE IEPA ON AUGUST 12, 2013.      THE NATIONAL TRANSPORTATION SAFETY BOARD DETERMINED THAT THE PROBABLE CAUSE OF THE RELEASE WAS EROSION CAUSED BY WATER JET IMPINGEMENT FROM A LEAKING 6-INCH DIAMETER WATER PIPE 5 INCHES BELOW OUR PIPELINE.  CONTRIBUTING TO THE ACCIDENT WAS THE INTERRUPTION OF THE CATHODIC PROTECTION CURRENTS BY THE CLOSE PROXIMITY OF THE IMPROPERLY INSTALLED WATER PIPE.",HL (Hazardous Liquids),US BBLs,7538,2010-09-09,9,HL,"Romeoville, IL",2010-09-01
AMEREN ILLINOIS COMPANY,32513,YES,2010,2010-10-02T14:59:00Z,39.560595,-90.652582,48299,0,NO,0,NO,0,NO,NO,2,207415.490824694,EXCAVATION DAMAGE,"NATURAL GAS","ON SATURDAY, OCTOBER 2ND, 2010, AMEREN ILLINOIS RECEIVED A CALL AT 14:59 FROM AN EMERGENCY RESPONDER SAYING THERE WAS A TRANSMISSION LINE HIT NEAR MILTON, ILLINOIS.  AT 15:02 DISPATCH CONTACTED A QUALIFIED EMPLOYEE WHO ARRIVED ON THE SCENE AT 15:38.  GAS SUPERVISION ARRIVED ON THE SCENE AT 16:15 TO ASSESS THE DAMAGE AND IDENTIFY APPROPRIATE METHODS TO CONTROL THE RELEASE OF GAS.    THE METHOD SELECTED TO CONTROL THE RELEASE OF GAS WAS TO UTILIZE A DOWNSTREAM VALVE AND A STOPPER FITTING TO MINIMIZE CUSTOMER IMPACT.  ADDITIONAL EQUIPMENT AND QUALIFIED EMPLOYEES WERE DISPATCHED TO THE SCENE TO INSTALL THE EIGHT INCH FITTING AND STOPPER.  AT APPROXIMATELY 6:00 A.M. ON SUNDAY, OCTOBER 3, 2010, THE STOPPER WAS INSTALLED AND THE DOWNSTREAM VALVE CLOSED AT THE MILTON STATION TO ISOLATE A 3,000' SECTION OF MAIN.    REPAIRS WERE STARTED SHORTLY AFTER 6:00 ONCE THE TRANSMISSION PIPELINE WAS BLOWN DOWN AND IT WAS SAFE TO APPROACH THE HIT LOCATION.  REPAIRS TO THE TRANSMISSION PIPELINE WERE COMPLETED AT 10:30 AND THE STOPPER REMOVED AT APPROXIMATELY 11:00.    THE APPARENT CAUSE OF THE INCIDENT WAS FAILURE OF THE EXCAVATOR TO CONTACT THE ONE-CALL-SYSTEM FOR A LOCATE REQUEST.  THE EXCAVATOR WAS AWARE OF THE ILLINOIS DAMAGE PREVENTION LAWS AND THE REQUIREMENT TO CALL IN A LOCATE REQUEST PRIOR TO EXCAVATING.  PIPELINE MARKERS WERE VISIBLE AT BOTH ENDS OF THE FIELD AND A CALL TO 811 WOULD HAVE REDUCED THE RISK OF THIS TRANSMISSION PIPELINE DAMAGE.       ESTIMATE VOLUME AND COST OF GAS RELEASED UNINTENTIONALLY UPDATED IN SUPPLEMENTAL REPORT.",GT (Gas Transmission),mscf,48299,2010-10-02,10,Gas,"Milton, IL",2010-10-01
CENTURION PIPELINE L.P.,31888,YES,2010,2010-10-11T07:45:00Z,33.41305,-102.44337,10200,0,NO,0,NO,0,NO,NO,0,78059.7131573478,EQUIPMENT FAILURE,CRUDE OIL,"ON OCTOBER 11, 2010, AT APPROXIMATELY 7:30AM, A CENTURION GAUGER DISCOVERED A TANK RELEASE AT THE SLAUGHTER STATION IN SUNDOWN, TEXAS, TANK 6688. THE RELEASE WAS IN A CONTAINED AREA AND DID NOT THREATEN WATER OR ENVIRONMENTALLY SENSITIVE AREAS. THE RELEASE DID NOT CAUSE ANY FIRE OR PERSONAL INJURIES. NO PROPERTY OUTSIDE OF CENTURION CONTROLLED PROPERTY WAS IMPACTED BY THIS RELEASE.  AFTER IMMEDIATE AND CONTINUOUS ASSESSMENT OF THE RELEASE, CENTURION PROPERLY NOTIFIED THE TEXAS RAILROAD COMMISSION, NATIONAL RESPONSE CENTER, PHMSA, AND EPA.  FURTHER, CENTURION HAD AN EMERGENCY RESPONSE PLAN (""ERP"") IN PLACE AND APPROPRIATE ELEMENTS OF THE ERP PROCEDURES WERE IMPLEMENTED IN RESPONSE TO THIS INCIDENT. UPON DISCOVERY OF THE RELEASE, CENTURION EMPLOYEES IMMEDIATELY ASSESSED THE SITUATION, VERIFIED NO POTENTIAL TO IMPACT SENSITIVE AREAS, ATTEMPTED TO MITIGATE FURTHER RELEASE BY STOPPING THE FLOW OF OIL, AND RESPONDED WITH QUICK CLEAN-UP OF THE AREA BY DEPLOYING AN APPROPRIATE LEVEL OF RESPONSE RESOURCES.  IN ADDITION, CENTURION CONDUCTED A TAP ROOT INVESTIGATION OF THE INCIDENT.  AN OUTSIDE METALLURGIST ALSO ANALYZED THE HINGE PIN ASSEMBLY ON THE JENSEN MIXER.  BOTH DETERMINED THAT EQUIPMENT FAILURE WAS THE ROOT CAUSE OF THE INCIDENT. SPECIFICALLY, IT WAS DETERMINED THAT THE HINGE PIN MECHANISM ON A JENSEN MIXER HAD FAILED, CAUSING A SEPARATION OF THE MIXER FROM THE TANK.     IN ACCORDANCE WITH CENTURION POLICY, AN ACCIDENT INVESTIGATION WAS CONDUCTED. CENTURION IMMEDIATELY SHUT DOWN ALL JENSEN MIXERS WITH SUSPECTED HINGE PIN MECHANISMS.   CENTURION IS IN THE PROCESS OF COMPLETING THE REPLACEMENT OF ALL JENSEN MIXERS THAT USE THE SAME HINGE PIN MECHANISM AS THE ONE FOUND ON TANK 6688.  CENTURION IS NOT RESTARTING ANY JENSEN MIXER THAT HAS NOT HAD THE PIN ASSEMBLY REPLACED.  IN ADDITION, AS A RESULT OF THE RELEASE, CENTURION REVIEWED ALL RELEVANT OPERATIONS, INCLUDING A REVIEW OF OPERATING PROCEDURES THAT IMPACT STORAGE TANKS AND CONTROL ROOM OPERATIONS.  ALTHOUGH NOT A ROOT CAUSE OF THIS INCIDENT, BASED ON THIS REVIEW, CENTURION ENHANCED CERTAIN PROCEDURES IN AN EFFORT TO LIMIT THE POTENTIAL VOLUME OF CRUDE OIL THAT COULD BE RELEASED FROM TANKAGE.",HL (Hazardous Liquids),US BBLs,10200,2010-10-11,10,HL,"Levelland, TX",2010-10-01
