Safety Program (SP) data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rows are sorted by submitting_opid, system_type, record_created",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA_AS_OF,RECORD_SOURCE,RECORD_CREATED,SUBMITTING_OPID,SUBMITTING_OPID_STATUS,SUBMITTING_OPID_NAME,SYSTEM_TYPE,D&A_PRIMARY_OPID,D&A_PRIMARY_NAME,D&A_STATUS,D&A_ENTER_DATE,D&A_EXIT_DATE,OME_PRIMARY_OPID,OME_PRIMARY_NAME,OME_STATUS,OME_ENTER_DATE,OME_EXIT_DATE,DP_PRIMARY_OPID,DP_PRIMARY_NAME,DP_STATUS,DP_ENTER_DATE,DP_EXIT_DATE,PA_PRIMARY_OPID,PA_PRIMARY_NAME,PA_STATUS,PA_ENTER_DATE,PA_EXIT_DATE,CRM_PRIMARY_OPID,CRM_PRIMARY_NAME,CRM_STATUS,CRM_ENTER_DATE,CRM_EXIT_DATE,OQ_PRIMARY_OPID,OQ_PRIMARY_NAME,OQ_STATUS,OQ_ENTER_DATE,OQ_EXIT_DATE,IM_PRIMARY_OPID,IM_PRIMARY_NAME,IM_STATUS,IM_ENTER_DATE,IM_EXIT_DATE,OPA_PRIMARY_OPID,OPA_PRIMARY_NAME,OPA_STATUS,OPA_ENTER_DATE,OPA_EXIT_DATE
12/15/21,Operator Assignment Request,2/17/21,40224,ACTIVE,QUALITY INN YOUNGTOWN,Gas Distribution,40224,QUALITY INN YOUNGTOWN,Current,2/22/21,,40224,QUALITY INN YOUNGTOWN,Current,2/22/21,,40224,QUALITY INN YOUNGTOWN,Current,2/22/21,,40224,QUALITY INN YOUNGTOWN,Current,2/22/21,,40224,QUALITY INN YOUNGTOWN,Current,2/22/21,,40224,QUALITY INN YOUNGTOWN,Current,2/22/21,,40224,QUALITY INN YOUNGTOWN,Current,2/22/21,,,,,,
12/15/21,Operator Assignment Request,2/4/21,40225,ACTIVE,HOLIDAY INN PHOENIX AIRPORT NORTH,Gas Distribution,40225,HOLIDAY INN PHOENIX AIRPORT NORTH,Current,2/22/21,,40225,HOLIDAY INN PHOENIX AIRPORT NORTH,Current,2/22/21,,40225,HOLIDAY INN PHOENIX AIRPORT NORTH,Current,2/22/21,,40225,HOLIDAY INN PHOENIX AIRPORT NORTH,Current,2/22/21,,40225,HOLIDAY INN PHOENIX AIRPORT NORTH,Current,2/22/21,,40225,HOLIDAY INN PHOENIX AIRPORT NORTH,Current,2/22/21,,40225,HOLIDAY INN PHOENIX AIRPORT NORTH,Current,2/22/21,,,,,,
12/15/21,Operator Assignment Request,2/5/21,40226,ACTIVE,"INR MIDSTREAM, LLC.",Gas Gathering,40226,"INR MIDSTREAM, LLC.",Current,3/2/21,,40226,"INR MIDSTREAM, LLC.",Current,3/2/21,,40226,"INR MIDSTREAM, LLC.",Current,3/2/21,,40226,"INR MIDSTREAM, LLC.",Current,3/2/21,,40226,"INR MIDSTREAM, LLC.",Current,3/2/21,,40226,"INR MIDSTREAM, LLC.",Current,3/2/21,,,,,,,,,,,
12/15/21,Operator Assignment Request,2/5/21,40226,ACTIVE,"INR MIDSTREAM, LLC.",Gas Transmission,40226,"INR MIDSTREAM, LLC.",Current,3/2/21,,40226,"INR MIDSTREAM, LLC.",Current,3/2/21,,40226,"INR MIDSTREAM, LLC.",Current,3/2/21,,40226,"INR MIDSTREAM, LLC.",Current,3/2/21,,40226,"INR MIDSTREAM, LLC.",Current,3/2/21,,40226,"INR MIDSTREAM, LLC.",Current,3/2/21,,40226,"INR MIDSTREAM, LLC.",Current,3/2/21,,,,,,
12/15/21,Operator Assignment Request,2/9/21,40227,ACTIVE,NAVIGATOR BORGER EXPRESS LLC,Hazardous Liquid,39774,"NAVIGATOR ENERGY SERVICES, LLC",Current,3/5/21,,39774,"NAVIGATOR ENERGY SERVICES, LLC",Current,3/5/21,,39774,"NAVIGATOR ENERGY SERVICES, LLC",Current,3/5/21,,39774,"NAVIGATOR ENERGY SERVICES, LLC",Current,3/5/21,,39774,"NAVIGATOR ENERGY SERVICES, LLC",Current,3/5/21,,39774,"NAVIGATOR ENERGY SERVICES, LLC",Current,3/5/21,,39774,"NAVIGATOR ENERGY SERVICES, LLC",Current,3/5/21,,39774,"NAVIGATOR ENERGY SERVICES, LLC",Current,3/5/21,
12/15/21,Operator Assignment Request,2/4/21,40228,ACTIVE,SIMCOE LLC,Gas Gathering,40228,SIMCOE LLC,Current,3/10/21,,40228,SIMCOE LLC,Current,3/10/21,,40228,SIMCOE LLC,Current,3/10/21,,40228,SIMCOE LLC,Current,3/10/21,,40228,SIMCOE LLC,Current,3/10/21,,40228,SIMCOE LLC,Current,3/10/21,,,,,,,,,,,
12/15/21,Operator Assignment Request,2/4/21,40228,ACTIVE,SIMCOE LLC,Gas Transmission,40228,SIMCOE LLC,Current,3/10/21,,40228,SIMCOE LLC,Current,3/10/21,,40228,SIMCOE LLC,Current,3/10/21,,40228,SIMCOE LLC,Current,3/10/21,,40228,SIMCOE LLC,Current,3/10/21,,40228,SIMCOE LLC,Current,3/10/21,,40228,SIMCOE LLC,Current,3/10/21,,,,,,
12/15/21,Operator Assignment Request,3/13/21,40229,ACTIVE,KEM ENERGY INC,Gas Gathering,40229,KEM ENERGY INC,Current,3/16/21,,40229,KEM ENERGY INC,Current,3/16/21,,40229,KEM ENERGY INC,Current,3/16/21,,40229,KEM ENERGY INC,Current,3/16/21,,40229,KEM ENERGY INC,Current,3/16/21,,40229,KEM ENERGY INC,Current,3/16/21,,,,,,,,,,,
12/15/21,Operator Assignment Request,3/18/21,40230,ACTIVE,"BLACKHILL ENERGY, LLC",Gas Gathering,40230,TILDEN BRADFORD LLC,Current,3/19/21,,40230,TILDEN BRADFORD LLC,Current,3/19/21,,40230,TILDEN BRADFORD LLC,Current,3/19/21,,40230,TILDEN BRADFORD LLC,Current,3/19/21,,40230,TILDEN BRADFORD LLC,Current,3/19/21,,40230,TILDEN BRADFORD LLC,Current,3/19/21,,,,,,,,,,,
12/15/21,Operator Assignment Request,3/23/21,40231,ACTIVE,"SCURRY MIDSTREAM, LLC",Gas Transmission,40231,"SCURRY MIDSTREAM, LLC",Current,3/24/21,,40231,"SCURRY MIDSTREAM, LLC",Current,3/24/21,,40231,"SCURRY MIDSTREAM, LLC",Current,3/24/21,,40231,"SCURRY MIDSTREAM, LLC",Current,3/24/21,,40231,"SCURRY MIDSTREAM, LLC",Current,3/24/21,,40231,"SCURRY MIDSTREAM, LLC",Current,3/24/21,,40231,"SCURRY MIDSTREAM, LLC",Current,3/24/21,,,,,,
12/15/21,Operator Assignment Request,3/23/21,40231,ACTIVE,"SCURRY MIDSTREAM, LLC",Hazardous Liquid,40231,"SCURRY MIDSTREAM, LLC",Current,3/24/21,,40231,"SCURRY MIDSTREAM, LLC",Current,3/24/21,,40231,"SCURRY MIDSTREAM, LLC",Current,3/24/21,,40231,"SCURRY MIDSTREAM, LLC",Current,3/24/21,,40231,"SCURRY MIDSTREAM, LLC",Current,3/24/21,,40231,"SCURRY MIDSTREAM, LLC",Current,3/24/21,,40231,"SCURRY MIDSTREAM, LLC",Current,3/24/21,,40231,"SCURRY MIDSTREAM, LLC",Current,3/24/21,
12/15/21,Operator Assignment Request,3/26/21,40232,ACTIVE,ENCRESCENT LLC,Gas Gathering,40232,ENCRESCENT LLC,Current,3/28/21,,40232,ENCRESCENT LLC,Current,3/28/21,,40232,ENCRESCENT LLC,Current,3/28/21,,40232,ENCRESCENT LLC,Current,3/28/21,,40232,ENCRESCENT LLC,Current,3/28/21,,40232,ENCRESCENT LLC,Current,3/28/21,,,,,,,,,,,
12/15/21,Operator Assignment Request,3/8/21,40233,ACTIVE,MURPHY PRODUCTION INC.,Gas Gathering,40233,MURPHY PRODUCTION INC.,Current,3/29/21,,40233,MURPHY PRODUCTION INC.,Current,3/29/21,,40233,MURPHY PRODUCTION INC.,Current,3/29/21,,40233,MURPHY PRODUCTION INC.,Current,3/29/21,,40233,MURPHY PRODUCTION INC.,Current,3/29/21,,40233,MURPHY PRODUCTION INC.,Current,3/29/21,,,,,,,,,,,
12/15/21,Operator Assignment Request,3/22/21,40234,ACTIVE,GLOBAL INTEGRATED DEVELOPMENT GROUP LLC,Hazardous Liquid,40234,GLOBAL INTEGRATED DEVELOPMENT GROUP LLC,Current,3/29/21,,40234,GLOBAL INTEGRATED DEVELOPMENT GROUP LLC,Current,3/29/21,,40234,GLOBAL INTEGRATED DEVELOPMENT GROUP LLC,Current,3/29/21,,40234,GLOBAL INTEGRATED DEVELOPMENT GROUP LLC,Current,3/29/21,,40234,GLOBAL INTEGRATED DEVELOPMENT GROUP LLC,Current,3/29/21,,40234,GLOBAL INTEGRATED DEVELOPMENT GROUP LLC,Current,3/29/21,,40234,GLOBAL INTEGRATED DEVELOPMENT GROUP LLC,Current,3/29/21,,40234,GLOBAL INTEGRATED DEVELOPMENT GROUP LLC,Current,3/29/21,
12/15/21,Operator Assignment Request,4/21/21,40235,ACTIVE,VINYARD MANAGEMENT GROUP,Gas Distribution,40235,VINYARD MANAGEMENT GROUP,Current,4/22/21,,40235,VINYARD MANAGEMENT GROUP,Current,4/22/21,,40235,VINYARD MANAGEMENT GROUP,Current,4/22/21,,40235,VINYARD MANAGEMENT GROUP,Current,4/22/21,,40235,VINYARD MANAGEMENT GROUP,Current,4/22/21,,40235,VINYARD MANAGEMENT GROUP,Current,4/22/21,,40235,VINYARD MANAGEMENT GROUP,Current,4/22/21,,,,,,
12/15/21,Operator Assignment Request,12/17/20,40236,ACTIVE,"GRAYCO MIDSTREAM, LLC",Hazardous Liquid,40236,"GRAYCO MIDSTREAM, LLC",Current,4/27/21,,40236,"GRAYCO MIDSTREAM, LLC",Current,4/27/21,,40236,"GRAYCO MIDSTREAM, LLC",Current,4/27/21,,40236,"GRAYCO MIDSTREAM, LLC",Current,4/27/21,,40236,"GRAYCO MIDSTREAM, LLC",Current,4/27/21,,40236,"GRAYCO MIDSTREAM, LLC",Current,4/27/21,,40236,"GRAYCO MIDSTREAM, LLC",Current,4/27/21,,40236,"GRAYCO MIDSTREAM, LLC",Current,4/27/21,
12/15/21,Operator Assignment Request,4/27/21,40237,ACTIVE,"SHERIDAN PRODUCTION COMPANY III, LLC",Gas Gathering,40237,"SHERIDAN PRODUCTION COMPANY III, LLC",Current,4/29/21,,40237,"SHERIDAN PRODUCTION COMPANY III, LLC",Current,4/29/21,,40237,"SHERIDAN PRODUCTION COMPANY III, LLC",Current,4/29/21,,40237,"SHERIDAN PRODUCTION COMPANY III, LLC",Current,4/29/21,,40237,"SHERIDAN PRODUCTION COMPANY III, LLC",Current,4/29/21,,40237,"SHERIDAN PRODUCTION COMPANY III, LLC",Current,4/29/21,,,,,,,,,,,
12/15/21,Operator Assignment Request,4/27/21,40237,ACTIVE,"SHERIDAN PRODUCTION COMPANY III, LLC",Gas Transmission,40237,"SHERIDAN PRODUCTION COMPANY III, LLC",Current,4/29/21,,40237,"SHERIDAN PRODUCTION COMPANY III, LLC",Current,4/29/21,,40237,"SHERIDAN PRODUCTION COMPANY III, LLC",Current,4/29/21,,40237,"SHERIDAN PRODUCTION COMPANY III, LLC",Current,4/29/21,,40237,"SHERIDAN PRODUCTION COMPANY III, LLC",Current,4/29/21,,40237,"SHERIDAN PRODUCTION COMPANY III, LLC",Current,4/29/21,,40237,"SHERIDAN PRODUCTION COMPANY III, LLC",Current,4/29/21,,,,,,
12/15/21,Operator Assignment Request,4/29/21,40238,ACTIVE,"GRAYSON MILL OPERATING, LLC",Hazardous Liquid,40238,"GRAYSON MILL OPERATING, LLC",Current,4/29/21,,40238,"GRAYSON MILL OPERATING, LLC",Current,4/29/21,,40238,"GRAYSON MILL OPERATING, LLC",Current,4/29/21,,40238,"GRAYSON MILL OPERATING, LLC",Current,4/29/21,,40238,"GRAYSON MILL OPERATING, LLC",Current,4/29/21,,40238,"GRAYSON MILL OPERATING, LLC",Current,4/29/21,,40238,"GRAYSON MILL OPERATING, LLC",Current,4/29/21,,40238,"GRAYSON MILL OPERATING, LLC",Current,4/29/21,
12/15/21,Operator Assignment Request,4/22/21,40239,ACTIVE,ARBORS AT REDBANK,Gas Distribution,40239,ARBORS AT REDBANK,Current,5/7/21,,40239,ARBORS AT REDBANK,Current,5/7/21,,40239,ARBORS AT REDBANK,Current,5/7/21,,40239,ARBORS AT REDBANK,Current,5/7/21,,40239,ARBORS AT REDBANK,Current,5/7/21,,40239,ARBORS AT REDBANK,Current,5/7/21,,40239,ARBORS AT REDBANK,Current,5/7/21,,,,,,
12/15/21,Operator Assignment Request,5/7/21,40240,ACTIVE,"HOST TERMINALS, LLC ",Hazardous Liquid,40240,"HOST TERMINALS, LLC",Current,5/11/21,,40240,"HOST TERMINALS, LLC",Current,5/11/21,,40240,"HOST TERMINALS, LLC",Current,5/11/21,,40240,"HOST TERMINALS, LLC",Current,5/11/21,,40240,"HOST TERMINALS, LLC",Current,5/11/21,,40240,"HOST TERMINALS, LLC",Current,5/11/21,,40240,"HOST TERMINALS, LLC",Current,5/11/21,,40240,"HOST TERMINALS, LLC",Current,5/11/21,
12/15/21,Operator Assignment Request,4/27/21,40241,ACTIVE,"COLORADO LIBERTY PIPELINE, LLC",Hazardous Liquid,40241,"COLORADO LIBERTY PIPELINE, LLC",Current,5/13/21,,40241,"COLORADO LIBERTY PIPELINE, LLC",Current,5/13/21,,40241,"COLORADO LIBERTY PIPELINE, LLC",Current,5/13/21,,40241,"COLORADO LIBERTY PIPELINE, LLC",Current,5/13/21,,40241,"COLORADO LIBERTY PIPELINE, LLC",Current,5/13/21,,40241,"COLORADO LIBERTY PIPELINE, LLC",Current,5/13/21,,40241,"COLORADO LIBERTY PIPELINE, LLC",Current,5/13/21,,40241,"COLORADO LIBERTY PIPELINE, LLC",Current,5/13/21,
12/15/21,Operator Assignment Request,12/20/19,40242,ACTIVE,"PURENERGY OPERATING SERVICES, LLC",Gas Transmission,40242,"PURENERGY OPERATING SERVICES, LLC",Current,5/14/21,,40242,"PURENERGY OPERATING SERVICES, LLC",Current,5/14/21,,40242,"PURENERGY OPERATING SERVICES, LLC",Current,5/14/21,,40242,"PURENERGY OPERATING SERVICES, LLC",Current,5/14/21,,40242,"PURENERGY OPERATING SERVICES, LLC",Current,5/14/21,,40242,"PURENERGY OPERATING SERVICES, LLC",Current,5/14/21,,40242,"PURENERGY OPERATING SERVICES, LLC",Current,5/14/21,,,,,,
12/15/21,Operator Assignment Request,5/14/21,40243,ACTIVE,BLOCK MULTIFAMILY GROUP ,Gas Distribution,40243,BLOCK MULTIFAMILY GROUP,Current,5/14/21,,40243,BLOCK MULTIFAMILY GROUP,Current,5/14/21,,40243,BLOCK MULTIFAMILY GROUP,Current,5/14/21,,40243,BLOCK MULTIFAMILY GROUP,Current,5/14/21,,40243,BLOCK MULTIFAMILY GROUP,Current,5/14/21,,40243,BLOCK MULTIFAMILY GROUP,Current,5/14/21,,40243,BLOCK MULTIFAMILY GROUP,Current,5/14/21,,,,,,
12/15/21,Operator Assignment Request,5/17/21,40244,ACTIVE,"DENBURY GREEN PIPELINE-MONTANA, LLC",Hazardous Liquid,31627,Denbury,Current,5/19/21,,31627,Denbury,Current,5/19/21,,31627,Denbury,Current,5/19/21,,31627,Denbury,Current,5/19/21,,31627,Denbury,Current,5/19/21,,31627,Denbury,Current,5/19/21,,31627,Denbury,Current,5/19/21,,31627,Denbury,Current,5/19/21,
12/15/21,Operator Assignment Request,5/12/21,40245,ACTIVE,ANADARKO E&P ONSHORE LLC,Gas Gathering,40245,ANADARKO E&P ONSHORE LLC,Current,5/19/21,,40245,ANADARKO E&P ONSHORE LLC,Current,5/19/21,,40245,ANADARKO E&P ONSHORE LLC,Current,5/19/21,,40245,ANADARKO E&P ONSHORE LLC,Current,5/19/21,,40245,ANADARKO E&P ONSHORE LLC,Current,5/19/21,,40245,ANADARKO E&P ONSHORE LLC,Current,5/19/21,,,,,,,,,,,
12/15/21,Operator Assignment Request,5/19/21,40246,ACTIVE,"RAVEN FOREST OPERATING, LLC",Gas Distribution,40246,"RAVEN FOREST OPERATING, LLC",Current,5/19/21,,40246,"RAVEN FOREST OPERATING, LLC",Current,5/19/21,,40246,"RAVEN FOREST OPERATING, LLC",Current,5/19/21,,40246,"RAVEN FOREST OPERATING, LLC",Current,5/19/21,,40246,"RAVEN FOREST OPERATING, LLC",Current,5/19/21,,40246,"RAVEN FOREST OPERATING, LLC",Current,5/19/21,,40246,"RAVEN FOREST OPERATING, LLC",Current,5/19/21,,,,,,
12/15/21,Operator Assignment Request,5/19/21,40247,ACTIVE,"TEXAS REPUBLIC UTILITY, LLC",Gas Distribution,40247,"TEXAS REPUBLIC UTILITY, LLC",Current,5/19/21,,40247,"TEXAS REPUBLIC UTILITY, LLC",Current,5/19/21,,40247,"TEXAS REPUBLIC UTILITY, LLC",Current,5/19/21,,40247,"TEXAS REPUBLIC UTILITY, LLC",Current,5/19/21,,40247,"TEXAS REPUBLIC UTILITY, LLC",Current,5/19/21,,40247,"TEXAS REPUBLIC UTILITY, LLC",Current,5/19/21,,40247,"TEXAS REPUBLIC UTILITY, LLC",Current,5/19/21,,,,,,
12/15/21,Operator Assignment Request,5/12/21,40248,ACTIVE,KERR-MCGEE OIL & GAS ONSHORE LP,Gas Gathering,40248,KERR-MCGEE OIL & GAS ONSHORE LP,Current,5/21/21,,40248,KERR-MCGEE OIL & GAS ONSHORE LP,Current,5/21/21,,40248,KERR-MCGEE OIL & GAS ONSHORE LP,Current,5/21/21,,40248,KERR-MCGEE OIL & GAS ONSHORE LP,Current,5/21/21,,40248,KERR-MCGEE OIL & GAS ONSHORE LP,Current,5/21/21,,40248,KERR-MCGEE OIL & GAS ONSHORE LP,Current,5/21/21,,,,,,,,,,,
12/15/21,Operator Assignment Request,4/19/21,40249,ACTIVE,LEESBURG LP,Hazardous Liquid,40249,LEESBURG LP,Current,5/25/21,,40249,LEESBURG LP,Current,5/25/21,,40249,LEESBURG LP,Current,5/25/21,,40249,LEESBURG LP,Current,5/25/21,,40249,LEESBURG LP,Current,5/25/21,,40249,LEESBURG LP,Current,5/25/21,,40249,LEESBURG LP,Current,5/25/21,,40249,LEESBURG LP,Current,5/25/21,
12/15/21,Operator Assignment Request,5/18/21,40250,ACTIVE,"TEXSTAR MIDSTREAM PIPELINE, LLC",Hazardous Liquid,40250,"TEXSTAR MIDSTREAM PIPELINE, LLC",Current,6/8/21,,40250,"TEXSTAR MIDSTREAM PIPELINE, LLC",Current,6/8/21,,40250,"TEXSTAR MIDSTREAM PIPELINE, LLC",Current,6/8/21,,40250,"TEXSTAR MIDSTREAM PIPELINE, LLC",Current,6/8/21,,40250,"TEXSTAR MIDSTREAM PIPELINE, LLC",Current,6/8/21,,40250,"TEXSTAR MIDSTREAM PIPELINE, LLC",Current,6/8/21,,40250,"TEXSTAR MIDSTREAM PIPELINE, LLC",Current,6/8/21,,40250,"TEXSTAR MIDSTREAM PIPELINE, LLC",Current,6/8/21,
12/15/21,Operator Assignment Request,5/10/21,40251,ACTIVE,ENBRIDGE (HOUSTON OIL TERMINAL) LLC,Hazardous Liquid,11169,Enbridge,Current,6/9/21,,11169,Enbridge,Current,6/9/21,,11169,Enbridge,Current,6/9/21,,11169,Enbridge,Current,6/9/21,,11169,Enbridge,Current,6/9/21,,11169,Enbridge,Current,6/9/21,,11169,Enbridge,Current,6/9/21,,11169,Enbridge,Current,6/9/21,
12/15/21,Operator Assignment Request,6/7/21,40252,ACTIVE,"COGENT MIDSTREAM LOGISTICS, LLC",Hazardous Liquid,40252,"COGENT MIDSTREAM LOGISTICS, LLC",Current,6/11/21,,40252,"COGENT MIDSTREAM LOGISTICS, LLC",Current,6/11/21,,40252,"COGENT MIDSTREAM LOGISTICS, LLC",Current,6/11/21,,40252,"COGENT MIDSTREAM LOGISTICS, LLC",Current,6/11/21,,40252,"COGENT MIDSTREAM LOGISTICS, LLC",Current,6/11/21,,40252,"COGENT MIDSTREAM LOGISTICS, LLC",Current,6/11/21,,40252,"COGENT MIDSTREAM LOGISTICS, LLC",Current,6/11/21,,40252,"COGENT MIDSTREAM LOGISTICS, LLC",Current,6/11/21,
12/15/21,Operator Assignment Request,6/1/21,40253,ACTIVE,"LAMBDA GATHERING, LLC",Gas Gathering,40028,LAMBDA ENERGY GATHERING LLC,Current,6/14/21,,40028,LAMBDA ENERGY GATHERING LLC,Current,6/14/21,,40028,LAMBDA ENERGY GATHERING LLC,Current,6/14/21,,40028,LAMBDA ENERGY GATHERING LLC,Current,6/14/21,,40028,LAMBDA ENERGY GATHERING LLC,Current,6/14/21,,40028,LAMBDA ENERGY GATHERING LLC,Current,6/14/21,,,,,,,,,,,
12/15/21,Operator Assignment Request,6/9/21,40254,ACTIVE,"GEMINI CARTHAGE PIPELINE, LLC",Gas Gathering,40254,"GEMINI CARTHAGE PIPELINE, LLC",Current,6/15/21,,40254,"GEMINI CARTHAGE PIPELINE, LLC",Current,6/15/21,,40254,"GEMINI CARTHAGE PIPELINE, LLC",Current,6/15/21,,40254,"GEMINI CARTHAGE PIPELINE, LLC",Current,6/15/21,,40254,"GEMINI CARTHAGE PIPELINE, LLC",Current,6/15/21,,40254,"GEMINI CARTHAGE PIPELINE, LLC",Current,6/15/21,,,,,,,,,,,
12/15/21,Operator Assignment Request,6/15/21,40255,ACTIVE,STEEL REEF BURKE LLC,Gas Gathering,40255,STEEL REEF BURKE LLC,Current,6/16/21,,40255,STEEL REEF BURKE LLC,Current,6/16/21,,40255,STEEL REEF BURKE LLC,Current,6/16/21,,40255,STEEL REEF BURKE LLC,Current,6/16/21,,40255,STEEL REEF BURKE LLC,Current,6/16/21,,40255,STEEL REEF BURKE LLC,Current,6/16/21,,,,,,,,,,,
12/15/21,Operator Assignment Request,5/18/21,40256,ACTIVE,"DENBURY GREEN PIPELINE-NORTH DAKOTA, LLC",Hazardous Liquid,31627,Denbury,Current,6/21/21,,31627,Denbury,Current,6/21/21,,31627,Denbury,Current,6/21/21,,31627,Denbury,Current,6/21/21,,31627,Denbury,Current,6/21/21,,31627,Denbury,Current,6/21/21,,31627,Denbury,Current,6/21/21,,31627,Denbury,Current,6/21/21,
12/15/21,Operator Assignment Request,5/19/21,40257,ACTIVE,"BEAVER GAS GATHERING, LLC",Gas Gathering,40257,"BEAVER GAS GATHERING, LLC",Current,6/21/21,,40257,"BEAVER GAS GATHERING, LLC",Current,6/21/21,,40257,"BEAVER GAS GATHERING, LLC",Current,6/21/21,,40257,"BEAVER GAS GATHERING, LLC",Current,6/21/21,,40257,"BEAVER GAS GATHERING, LLC",Current,6/21/21,,40257,"BEAVER GAS GATHERING, LLC",Current,6/21/21,,,,,,,,,,,
12/15/21,Operator Assignment Request,6/24/21,40258,ACTIVE,ALCO MANAGEMENT,Gas Distribution,40258,ALCO MANAGEMENT,Current,6/25/21,,40258,ALCO MANAGEMENT,Current,6/25/21,,40258,ALCO MANAGEMENT,Current,6/25/21,,40258,ALCO MANAGEMENT,Current,6/25/21,,40258,ALCO MANAGEMENT,Current,6/25/21,,40258,ALCO MANAGEMENT,Current,6/25/21,,40258,ALCO MANAGEMENT,Current,6/25/21,,,,,,
12/15/21,Operator Assignment Request,6/29/21,40259,ACTIVE,"BCE-MACH III, LLC",Hazardous Liquid,40259,"BCE-MACH III, LLC",Current,6/29/21,,40259,"BCE-MACH III, LLC",Current,6/29/21,,40259,"BCE-MACH III, LLC",Current,6/29/21,,40259,"BCE-MACH III, LLC",Current,6/29/21,,40259,"BCE-MACH III, LLC",Current,6/29/21,,40259,"BCE-MACH III, LLC",Current,6/29/21,,40259,"BCE-MACH III, LLC",Current,6/29/21,,40259,"BCE-MACH III, LLC",Current,6/29/21,
12/15/21,Operator Assignment Request,6/30/21,40260,ACTIVE,"LUBBOCK GAS GATHERING LTD., LLP",Gas Gathering,40260,"LUBBOCK GAS GATHERING LTD., LLP",Current,7/9/21,,40260,"LUBBOCK GAS GATHERING LTD., LLP",Current,7/9/21,,40260,"LUBBOCK GAS GATHERING LTD., LLP",Current,7/9/21,,40260,"LUBBOCK GAS GATHERING LTD., LLP",Current,7/9/21,,40260,"LUBBOCK GAS GATHERING LTD., LLP",Current,7/9/21,,40260,"LUBBOCK GAS GATHERING LTD., LLP",Current,7/9/21,,,,,,,,,,,
12/15/21,Operator Assignment Request,6/30/21,40260,ACTIVE,"LUBBOCK GAS GATHERING LTD., LLP",Gas Transmission,40260,"LUBBOCK GAS GATHERING LTD., LLP",Current,7/9/21,,40260,"LUBBOCK GAS GATHERING LTD., LLP",Current,7/9/21,,40260,"LUBBOCK GAS GATHERING LTD., LLP",Current,7/9/21,,40260,"LUBBOCK GAS GATHERING LTD., LLP",Current,7/9/21,,40260,"LUBBOCK GAS GATHERING LTD., LLP",Current,7/9/21,,40260,"LUBBOCK GAS GATHERING LTD., LLP",Current,7/9/21,,40260,"LUBBOCK GAS GATHERING LTD., LLP",Current,7/9/21,,,,,,
12/15/21,Operator Assignment Request,4/22/21,40261,ACTIVE,EARNHARDT CHEVROLET,Gas Distribution,40261,EARNHARDT CHEVROLET,Current,7/13/21,,40261,EARNHARDT CHEVROLET,Current,7/13/21,,40261,EARNHARDT CHEVROLET,Current,7/13/21,,40261,EARNHARDT CHEVROLET,Current,7/13/21,,40261,EARNHARDT CHEVROLET,Current,7/13/21,,40261,EARNHARDT CHEVROLET,Current,7/13/21,,40261,EARNHARDT CHEVROLET,Current,7/13/21,,,,,,
12/15/21,Operator Assignment Request,5/26/21,40262,ACTIVE,DOUBLETREE RESORT SCOTTSDALE,Gas Distribution,40262,DOUBLETREE RESORT SCOTTSDALE,Current,7/13/21,,40262,DOUBLETREE RESORT SCOTTSDALE,Current,7/13/21,,40262,DOUBLETREE RESORT SCOTTSDALE,Current,7/13/21,,40262,DOUBLETREE RESORT SCOTTSDALE,Current,7/13/21,,40262,DOUBLETREE RESORT SCOTTSDALE,Current,7/13/21,,40262,DOUBLETREE RESORT SCOTTSDALE,Current,7/13/21,,40262,DOUBLETREE RESORT SCOTTSDALE,Current,7/13/21,,,,,,
12/15/21,Operator Assignment Request,5/26/21,40263,ACTIVE,THE VENTURA APARTMENTS,Gas Distribution,40263,THE VENTURA APARTMENTS,Current,7/13/21,,40263,THE VENTURA APARTMENTS,Current,7/13/21,,40263,THE VENTURA APARTMENTS,Current,7/13/21,,40263,THE VENTURA APARTMENTS,Current,7/13/21,,40263,THE VENTURA APARTMENTS,Current,7/13/21,,40263,THE VENTURA APARTMENTS,Current,7/13/21,,40263,THE VENTURA APARTMENTS,Current,7/13/21,,,,,,
12/15/21,Operator Assignment Request,7/15/21,40264,ACTIVE,WESTWARD LOOK RESORT,Gas Distribution,40264,WESTWARD LOOK RESORT,Current,7/16/21,,40264,WESTWARD LOOK RESORT,Current,7/16/21,,40264,WESTWARD LOOK RESORT,Current,7/16/21,,40264,WESTWARD LOOK RESORT,Current,7/16/21,,40264,WESTWARD LOOK RESORT,Current,7/16/21,,40264,WESTWARD LOOK RESORT,Current,7/16/21,,40264,WESTWARD LOOK RESORT,Current,7/16/21,,,,,,
